,user_name,lang,user_location,user_description,user_verified,date,text,hashtags,source
2280,Steven Slymaster,en,,"""Most people don't know what it takes to know something""
(Richard Feynman). Good night and good luck everyone.
We have the best political elite money can buy.",False,2022-04-23 23:59:54,"@EvidenceBaseShi @JaywalkingGuy @IAPonomarenko You are setting up a stupid straw man argument.

I have a better idea:
Stop lecturing others on committing crimes when you yourself have committed crimes without end.
Stop calling someone else war criminal when you don't even prosecute your own.

Otherwise you become a sick joke.",,Twitter Web App
2281,Your Kraut-Mick Friend,en,"San Francisco, CA",born as a data mine for target marketing,False,2022-04-23 23:59:54,"@GenusGreta @Achase84 @HamasakiLaw @sfchronicle They’re two separate things, I don’t know what you want me to say. They didn’t say they were going to block you, and then you spazzed out about blocking and then sent a screenshot where they say “mute” as proof",,Twitter for iPhone
2282,Rabbit,en,"Texas, USA",TOMATO - CROSSPLAYER - LOLI ENTHUSIAST - Stream & Snipe for @Absit_Invidia,False,2022-04-23 23:59:54,Send me lolis and thighs NOW https://t.co/Pjxzt1wQNd,,Twitter for iPhone
2283,Peter Bennett,en,New Zealand,,False,2022-04-23 23:59:54,@BetterBrissy @bendorries76 @RacenetTweets They would have to go through old samples and detect it first,,Twitter for iPhone
2284,gabe :),en,pop pop :) 157,✯could you maybe kiss me when we decimate the stars✯ • mcr nj 9/20+21 \\ gvf toledo 9/27 • https://t.co/zeAgqGmieE • mcrtwt • trinity of terror 4/2/22,False,2022-04-23 23:59:54,i wish i could put it into words but i cant so heres this https://t.co/jteMEEgznq,,Twitter for iPhone
2285,‏𝑨𝒍𝒐𝒐𝒌𝒂𝒋𝒊𝒎𝒊𝒏13 シ ︎ʲⁱᵐⁱⁿⁱᵉ ♡ ᴡɪᴛʜ ʏᴏᴜ,en,دولة الكويت,"𝑨𝒓𝒎𝒚 , 𝒆𝒙𝒐-𝒍 , 𝒃𝒍𝒊𝒏𝒌 , 𝒔𝒕𝒂𝒚 🫂 J ɪs ᴍʏ ʜᴇʀᴏ 💗 C ɪs ᴍʏ ʜᴀᴘᴘɪness 💞 ᗷᗩᑎᘜTᗩᑎ ᒪOᐯᗴ 🦋 ᗴ᙭O ᗯOᖇᒪᗪ ✨ ᗷᒪᗩᑕKᑭIᑎK ՏᑌᑭᑭOᖇT 🌈",False,2022-04-23 23:59:54,@jmnsource @BTS_twt We can’t wait to listen to soty #WithYou by #Jimin Sungwoon @BTS_twt,"['WithYou', 'Jimin']",Twitter for Android
2286,cece 🍂,en,"she/her/ella, 18, 🇩🇴",percabeth invented romance,False,2022-04-23 23:59:54,@milIieonaire have you read the rest of the osemanverse ?,,Twitter for iPhone
2287,lil miss kyrie 🌙,en,She/they,"relatable gamer actively looking for new and luxurious forms of street cred | girl liker, poly | Charlotte’s moon",False,2022-04-23 23:59:54,"@LyraMeli @viscerocomplex Well I suppose we know what happened March 27, 1964 at 5:36pm local time don’t we",,Twitter for iPhone
2288,ミンゴ 🦩 🇺🇦,en,"Amsterdam, Netherlands","The odd Dutch person.
VintageMacDude on insta.
He/Him.",False,2022-04-23 23:59:54,"@WordleQuarant  309 5/6 (Wordle while drunk is something else.)

🟨⬛🟨⬛🟨
⬛🟨🟨⬛🟨
🟨🟨🟨⬛🟨
⬛🟨🟨🟨🟨
🟩🟩🟩🟩🟩",,Tweetbot for iΟS
2289,Janette🏴‍☠️ (she/her),en,Thedas,"SAHM to 2 & 1 in heaven. Reader & Writer of romance novels, poetry, fan fiction. Demisexual & Bi. She/Her. Xbox/twitch: isiswings1592",False,2022-04-23 23:59:54,Twitter changed their reporting system. I hope it helps… *cautiously optimistic*,,Twitter for iPhone
2290,BORGEOUS & Chill 🖤,en,VanCity,My heart belongs to @borgeousmusic 💕 since 2013,False,2022-04-23 23:59:54,@HTD_Deeva Lmfao only a woman said it to me ;),,Twitter for iPhone
2291,Noor⭐️🌙 #ProudOfLouis,en,no stunt larrie,"“He is very dreamy, but he is not the sun. You are.” (she/her)(fan account)",False,2022-04-23 23:59:54,@z00tedzayn Girl they’re not your straight friends anymore,,Twitter for iPad
2292,Curby,en,,,False,2022-04-23 23:59:54,"@JohnFugelsang Care to tell the kids what the “color barrier” is, Senator?",,Twitter for iPhone
2293,heavy emptiness,en,,,False,2022-04-23 23:59:54,"I want a long night ride with music I choose for the whole ride 
 I promise I will be much better after",,Twitter for iPhone
2294,BillieMFMays,en,"East SF Bay, CA","Non-Newtonian vampire stuck as a solid. As sickly sweet as my diabetic blood. Chronically done. Live streams?
Autstic, ADHD, T1D. 💉
Ace Enby (They/Them) 🏳️‍⚧️",False,2022-04-23 23:59:54,@ChibiGirl24 Honestly I got really skilled at being able to tell quickly which bag had what figure in it.,,Twitter Web App
2295,Ref_Wayne_the_real,en,South Africa,🗝Transforming Perspectives For Success. 📍Empowering Men/Women. Independent and inspiring Wealth invest for possive income aks me how to get started Ⓜ️,False,2022-04-23 23:59:54,"Thanks for the love ❤️ India 🇮🇳 

#money #benjamins #investing #wallstreet #stocks #business #rich #million #billion #passiveincome #moneymaking #forex #crypto #daytrader #investor #entrepreneur #businessman #business #entrepreneurship #stocks #bitcoin #cash #hustle #finance https://t.co/BQgPQZYTXh","['money', 'benjamins', 'investing', 'wallstreet', 'stocks', 'business', 'rich', 'million']",Twitter for iPhone
2296,Jenna Putala,en,,@babsonsoftball Asst. Coach | Wesleyan Softball alum | #GoBabo,False,2022-04-23 23:59:54,Fire me up Mo! https://t.co/dyVK0my93W,,Twitter for iPhone
2297,Tracey Wolf,en,"El Reno, Oklahoma",I believe you should treat people how you want to be treated.,False,2022-04-23 23:59:54,@Ryan_Wolf90 @MikeMorganKFOR I agree with Mike.,,Twitter for iPhone
2298,Mia ✝️🇺🇸🏦🏞,en,,,False,2022-04-23 23:59:54,@lostboyDOTeth Never mind. You don’t get it.😔,,Twitter for iPhone
2299,WheelSmart Rims,en,"Houston, TX","Plain and simple, we are a distributor of original factory OEM wheels, aftermarket OEM replica rims and wheel accessories. https://t.co/3n8EhZPhEG",False,2022-04-23 23:59:54,"19x8 Silver alloy rims for sale | Factory OEM rims 72173 Only $329.00
➤ https://t.co/wd1qZPEpW5
#WheelSmartRims #wheelsforsale https://t.co/5w0jPtZx0D",['WheelSmartRims'],Outfy Inc
2300,Sandra Cormier Turnsek,en,"Ontario, Canada","Photography. Hockey. Writing. Food. Once a graphic artist, now a starving artist. Email: sfturnsek(at)gmail(dot)com",False,2022-04-23 23:59:54,@ellebee67 That's the only beer she's allowed lol,,Twitter for Android
2301,blueming enthusiast,en,,go watch the handmaiden; she/her,False,2022-04-23 23:59:54,if grace and robert e. don’t come back tho i will protest,,Twitter for iPhone
2302,Jacky Street,en,,,False,2022-04-23 23:59:54,"#AgedCare residents dying because of the criminals RICHARD COLBECK, Stuart Robert, Greg Hunt, Dom Perrottet and Scott Morrison
#auspol #LNPDisgrace #LNPDeathCult #LetItRipDom #AgedCareCrisis #FederalICAC #WorstPMever  #ScottyThePathologicalLiar #ScottyTheCompletePsycho #AlboForPM https://t.co/7jWsnhkqWD",['AgedCare'],Twitter Web App
2303,Matty Rock,en,,Matty Rock here. Promotions. Brand management. Marketing. Cigars. Coffee. Foodie. Living the Husky life.,False,2022-04-23 23:59:54,@RickMiacolt228 @pstsr55 @TimSabean @ZackAckerman @WilfordTracy @FiveMonkeysBBQ @phil_smolowitz @SanjShop @winecrazy @TCucci Yes indeed,,Twitter for iPhone
2304,Space Bunny,en,Deutschland,She/Her | 27 | Pan | SFW Artist | 28.02/01.03.21 | https://t.co/y4orydarLk | https://t.co/hFtuhHNP92…,False,2022-04-23 23:59:54,"@corgifruity omg corgi that is so cute, you did an awesome job &lt;33",,Twitter Web App
2305,Vincent.,en,"rcbyf! ⌯ any prns, minor","#KAEYA : フフ、せっかくの雪だ。怪談でもしてやろう。wholeheartedly, dimitri ♡ pfp: @nya_Deko",False,2022-04-23 23:59:54,good morning :3,,Twitter for Android
2306,KAT 💎🐈💎,en,👩‍🚀🌖,🐈 Crypto Advocate #BTC #LTC #CRO #FFTB #eGLD HT @redkatlife Plant #Crypto Seeds🌱 #elrondNFTs 🐈‍⬛💜,False,2022-04-23 23:59:54,Fur babies 😻#Caturday meow https://t.co/e4HPBGeGSg,['Caturday'],Twitter for iPhone
2307,Usman Aziz Turk,en,,,False,2022-04-23 23:59:54,@GFarooqi Shame on you #deeppockets,['deeppockets'],Twitter for Android
2308,ShinGattai Xenoblade Brainrot,en,Bionis,"Draws whatever and the stuffs // Eater of Lotte, Popstep, Kohaku, and Cags cake// Xenoblade, Jojo, Uma Musume,Kemono Friends,& KOF destroyed my life",False,2022-04-23 23:59:54,@lemonadepikachu The fact that its canon because Mythra saw a vision in Xenoblade Torna that matched those scenes and Shulk remembers meeting them too,,Twitter for Android
2309,Saima Shahid,en,,,False,2022-04-23 23:59:54,@IImranRiazKhan Great leader,,Twitter for Android
2310,Rain,en,Near Indy ,Friend. Librarian. Teacher. Artist. Patron. Ally. Advocate. Activist. Listener. Human. And SO much more. My personal account--my thoughts are my own. she/they,False,2022-04-23 23:59:54,@robasha Sure is.,,Twitter for Android
2311,ren the problem child,en,she/they,"The Ultimate Hype Man
MINORS DNI 18+ ONLY|| 21|| ❤️💜💙|| Remember to love yourself bitch! #BLM",False,2022-04-23 23:59:54,@p4theticgrl 3 centimeters taller than me,,Twitter for Android
2312,bioluminescent gf,en,ahhahah :) hha haha/300,"vere, 22, born to die world is a fuck read my carrd before you follow 666,666,666 dead cops // @sagesknight ☼",False,2022-04-23 23:59:54,@_lake_of_death it's his plush of choice for the girls sleepover party,,Twitter for Android
2313,RAP1DMA,en,"Shizuoka, Japan",晴れ時々自転車,False,2022-04-23 23:59:54,I could do better https://t.co/qdjJ3FqBD3,,Twitter for Android
2314,Afọlayan Tóyọsí (Phenomenal)⚪,en,"Lagos And Kwara, Nigeria",Unilorite||Historian|| @UilStudentUnion Sports Director|| Chairman @unilorinleague || Football Journalist ||words on @ojbsport x @eaglestrackerng|| Broadcaster,False,2022-04-23 23:59:54,@elumavictoria_ Thank you Eluma!❤,,Twitter for Android
2315,𝐆𝐢𝐚𝐧 ✊🇺🇦,en,Venezuela,Positive Dog Trainer | Vice Chancellor @unicaninave  | Juventino | Ferrari | Moana's father 🐾,False,2022-04-23 23:59:54,@QueenFran28 Fair enough 😂👊,,Twitter for Android
2316,Mike Clark,en,97477,"Family, Friends, Food, Livin & Lovin Life One Day At a Time",False,2022-04-23 23:59:54,"@Tap_in_Wit_KB Sorry we missed the tailgate this morning, my wife &amp; I picked up two pizzas at 11:15 then spent 1/2 hour in traffic only to be turned away because stadium lot was full &amp; ended up parking at Masonic Lodge. Hope you all enjoyed your day &amp; the game. Peace #GoDucks",,Twitter for iPhone
2317,DreJames 🇬🇧 🇺🇸,en,"West Palm Beach, FL","Software Analyst.
 I survived because the fire inside me burned brighter than the fire around. Let's fight injustice and double standards against humanity.",False,2022-04-23 23:59:54,"@ScottMRitter I love your interview on FB with George Galloway, very impressive.",,Twitter for Android
2318,Carl The Great,en,,Cryptofan#,False,2022-04-23 23:59:54,@CryptoNesiaReal @AppCalo @bmwcapital Can you please share with us some features of the app? Will it be available for IOS or Android users? Will I need $App to unlock certain features in the app?,,Twitter for Android
2319,Skipper Dee,en,"Los Angeles, CA",Social Media & Brand Bodyguard for @Amgen. Fmr Comms at @Disney. Sassy. Coffee Hustler. Gamer. Doxie Mom. Theme Parker. Foodie. 3w2. Thoughts are mine 🏳️‍🌈,False,2022-04-23 23:59:54,Why do I always feel like Shen Yun advertisements are following me around?,,Twitter for iPhone
2320,Matt 'Profit Greenly' Herndon,en,State College PA,"The Profit abides, makin’ data driven efficiency/investment arguments for all us sinners. Greentech + Personal Finance = Win. https://t.co/N9a4Dpc16O",False,2022-04-23 23:59:54,@RachelBitecofer @jesflres Same here.,,Twitter for Android
2321,Catalina,en,,Djokowolf pack🐺🎾 #NoleFam,False,2022-04-23 23:59:54,@Jaxphantom @pavyg @SerbiaOpen2022 Is super!,,Twitter for iPhone
2322,최(고야)영재🌙🎨,en,,영재 영원히 응원하고 사랑할게!!!!!!!!!!!!!!!!!!,False,2022-04-23 23:59:54,will we have youngjae playing the piano at the garden studio for tuesday??? 😭😭😭 (🤡) https://t.co/l0SiPELOAI https://t.co/vR9qRMXKVH,,Twitter for iPhone
2323,Daisy 💜,en,"Kansas, USA",Yankees fan. Colts fan. WHAT TEAM?! WILDCATS!!,False,2022-04-23 23:59:54,@masonkerns33 maybe let’s just keep the Canyon painted the way it is for Pack 😂😂😂 https://t.co/jiOzAb5GF8,,Twitter for iPhone
2324,johanna,en,htx 🇲🇽,", あなたを愛してますnot a milf ♡",False,2022-04-23 23:59:54,a simple no would of been ok dummy poopoo head,,Twitter for iPhone
2325,it’s all g,en,,Just tryna learn about things.              PP—DD—-CB #now #dandan #M3OW,False,2022-04-23 23:59:54,"@MaximeDeGreve and @FChiumiento with @TinyFacesNFT amazing art, good vibes and still in public mint. https://t.co/vL9JWeQiDk",,Twitter for iPhone
2326,Allen Savage,en,,Didn’t they tell u that I was a Savage⚓️. It’s “Khris” not Chris. GodIsI. I have nightmares that come from Elm Street.,False,2022-04-23 23:59:54,@Patiencexx4 @TherealDubG Y’all are going to hell😂,,Twitter for iPhone
2327,Kyle Foley 🇺🇦,en,Florida,Assistant Editor at @ButWhyThoPC. Professional drummer. Mediocre person. Co-creator of the @OrlSoccerShow. Avi by @maddyjacksonn. He/Him,True,2022-04-23 23:59:54,"Should also note there is a fancy little “tip” button on my profile if you’d just like to help out and aren’t interested in buying any games or anything. 

Anything helps, whether it’s RTs or just reaching out to check in. It helps just to know people care. https://t.co/Rhex09ku5p",,Twitter for iPhone
2328,Ogdriftking,en,,I’m a 29yr old Canadian active streamer and pretty laid back enjoy the content can follow me on twitch or YouTube @ogdriftking_gaming,False,2022-04-23 23:59:54,Check out my broadcast from my PlayStation 4! #PS4live (Call of Duty®: Black Ops Cold War)  live at https://t.co/PYqLU7IU1i,['PS4live'],PlayStation®Network
2329,"no, the mountain goats shirt stays on during sex",en,gates of the fabled pink city ,you think you hold the high hand. I’ve got my doubts.,False,2022-04-23 23:59:54,Guys who say “soz” instead of “sorry” online are going extinct,,Twitter for iPhone
2330,KAMALUDDEENY®™🐦,en,"Jos, Nigeria",Am so simple but very difficult to understand. dat's mee,False,2022-04-23 23:59:54,@FL10x10 Thats nice,,Twitter for Android
2331,mtrader,en,,We Are Chosen,False,2022-04-23 23:59:54,"@RayleneNFT We Are Chosen...
#collidercraftworks  #chosenfaction","['collidercraftworks', 'chosenfaction']",Twitter Web App
2332,Neoentle Zwane,en,Namibia,"🇿🇦|🇳🇦. ♥️🦷 “Ba inkele sefapano, mahetleng a bona. Ba tle ba shoele likano tsee ba leng ho tsona.” Makgosi Diako ♥️",False,2022-04-23 23:59:54,"Let me watch something boring, maybe I’ll sleep",,Twitter for iPhone
2333,George mulindwa,en,,,False,2022-04-23 23:59:54,@wepcorp @QueenSpeaksLife @YekoyadaUG @Vicmwenya @Milly_nassolo @Evelyn_Nakayi Signed and sealed. Bwekiri.,,Twitter for Android
2334,seven’s bunny ! ଘ(੭*ˊᵕˋ)੭* ̀ˋ,en,he/they sixteen nsfw 032522 ☆,u need DAMSELS.,False,2022-04-23 23:59:54,@Anglhearts DID U DO ANYTHING FUN :0,,Twitter for iPhone
2335,Anthony Miller,en,,,False,2022-04-23 23:59:54,@SharriMarkson Grow up Sharri and get a real job lol,,Twitter for Android
2336,Sharon adanegbe,en,,Be fair and just,False,2022-04-23 23:59:54,Thanks for the session https://t.co/IwV5SXy7WC,,Twitter for iPhone
2337,ella!! LTWT!!,en, no stunts - 16 - she/her,cowboyrry's bff.⠀,False,2022-04-23 23:59:54,"i was so fucking drunk tonight and i had to ask my best friends parents  WHO IVE KNOWN FOR LIKE 15 YEARS, to pull over the car because i had to trow up, it was literally so embarrassing",,Twitter for Android
2338,Bunny,en,sleepy town,15|she/her | Canadian | twitch affiliate | 5'3 |🌼🌸🥕🍃 🍞bonking good content🍞🌼☘️pfp by @ShrooBerri ALT ACC @bunnysimpsalt 🌸my staffs acc @bunnysimpsstaff,False,2022-04-23 23:59:54,"its almost 6pm and i just woke up 🥕

Hope everyone has a good day/night!❤️
You are awesome!❤️

anyone need emotes. I might make some later🥕💙🍞",,Twitter for Android
2339,CrankYanker🇸🇾🇵🇸🇾🇪🇲🇲🇦🇫🇺🇦🏳️‍🌈💉💉💉💉,en,,"“This is the water, and this is the well. Drink full, and descend. The horse is the white of the eyes, and dark within”",False,2022-04-23 23:59:54,@apicot So what do you suggest they do about it? Or should we keep voting in the LNP cause the ALP isn’t perfect? #ausvotes,['ausvotes'],Twitter for iPhone
2340,Violet Claire,en,,"Graphic Designer / NFT Artist / Animator / Website Developer - Designer
violetclaire199@gmail.com📧",False,2022-04-23 23:59:54,@VladdGG I just shoot you a DM please check.,,Twitter Web App
2341,Aaron Connolly,en,,,False,2022-04-23 23:59:54,@JaDuke9 @aidanhutch97 @espn @NFLDraft Yes. I am dying laughing after that.,,Twitter for Android
2342,renata.acnh,en,Brazil,"🍭 18+
🍬 acnh | stardewvalley | covetfashion
🧁https://t.co/CeoDDrsXfo",False,2022-04-23 23:59:54,I just started an auction on https://t.co/d7OebFSSbc #DodoCodes #ACNH #AnimalCrossingNewHorizons #AnimalCrossingNewHorizonsAuctions,"['DodoCodes', 'ACNH', 'AnimalCrossingNewHorizons', 'AnimalCrossingNewHorizonsAuctions']",DodoCodes.com
